SB_UID,SB_UID,EXECBLOCKUID,STARTTIME,ENDTIME,QA0STATUS,SE_STATUS,SE_PROJECT_CODE,SE_ARRAYENTRY_ID,FINALCOMMENTID,COMENT,delta
uid://A001/X122/X294,uid://A001/X122/X294,uid://A002/X839000/X37b4,2014-06-08 19:51:53.350,2014-06-08 21:10:37.404,Pass,SUCCESS,2013.1.00760.S,602753,,,1.31223722222
uid://A001/X122/X502,uid://A001/X122/X502,uid://A002/X847097/X14bd,2014-06-17 08:37:25.338,2014-06-17 08:43:09.275,Fail,FAIL,2013.1.00351.S,607749,,,0.0955380555556
uid://A001/X12b/X204,uid://A001/X12b/X204,uid://A002/X847097/X14cd,2014-06-17 08:41:39.081,2014-06-17 08:55:37.787,Fail,FAIL,2013.1.01057.S,607650,,,0.232973888889
uid://A001/X122/X502,uid://A001/X122/X502,uid://A002/X847097/X150d,2014-06-17 08:53:11.102,2014-06-17 08:58:04.325,Fail,FAIL,2013.1.00351.S,607757,,,0.0814508333333
uid://A001/X122/X502,uid://A001/X122/X502,uid://A002/X847097/X152c,2014-06-17 09:00:18.039,2014-06-17 09:05:03.485,Fail,FAIL,2013.1.00351.S,607757,,,0.0792905555556
uid://A001/X12b/X204,uid://A001/X12b/X204,uid://A002/X847097/X153c,2014-06-17 09:04:27.116,2014-06-17 09:30:43.277,Pass,SUCCESS,2013.1.01057.S,607650,,,0.4378225
uid://A001/X120/Xb8,uid://A001/X120/Xb8,uid://A002/X847097/Xb44,2014-06-17 04:34:55.592,2014-06-17 05:46:45.044,Pass,SUCCESS,2013.1.00278.S,607604,,,1.19707
uid://A001/X11d/X1c,uid://A001/X11d/X1c,uid://A002/X804fed/X273,2014-05-02 01:38:09.122,2014-05-02 02:29:09.727,Pass,FAIL,2013.1.00952.S,582102,2341.0,"QA0plus status: PASS (AmplCal used is Ceres, 11 antennas, Image final peak flux/rms is 28.57mJy/5.85mJy=4.9 ~13.min on source)",0.850168055556
uid://A001/X11f/X2c,uid://A001/X11f/X2c,uid://A002/X804fed/Xa46,2014-05-02 04:44:56.787,2014-05-02 05:34:22.869,Pass,SUCCESS,2013.1.00861.S,582105,2344.0,"QA0plus status: PASS (ICT-2911: Incorrect value of StateID field, TelCal runs offline to fix the data and propmtly available in the archive SCOPS-679. Then PASS)",0.823911666667
uid://A001/X121/X241,uid://A001/X121/X241,uid://A002/X847097/X1a6c,2014-06-17 11:28:12.094,2014-06-17 12:41:11.503,Pass,SUCCESS,2013.1.00815.S,607650,,,1.2165025
uid://A001/X121/X4f0,uid://A001/X121/X4f0,uid://A002/X85dcf7/X118,2014-07-02 22:21:49.655,2014-07-02 23:43:55.902,Pass,SUCCESS,2013.1.00247.S,615258,,,1.36840194444
uid://A001/X12f/X2,uid://A001/X12f/X2,uid://A002/X837c61/Xa1a,2014-06-07 03:23:42.126,2014-06-07 04:04:50.957,SemiPass,FAIL,2013.1.00870.S,601753,,,0.685786388889
uid://A001/X11f/X71,uid://A001/X11f/X71,uid://A002/X822d50/Xf3a,2014-05-19 06:05:08.075,2014-05-19 07:15:20.618,Pass,SUCCESS,2013.1.00879.S,592643,2360.0,"QA0plus status: PASS (PWV ~0.7mm. AmpCal used is Titan. 36 antennas, DV10 high Tsys all BBs/YY)",1.17015083333
uid://A001/X121/X4a8,uid://A001/X121/X4a8,uid://A002/X847097/X903,2014-06-17 03:46:48.926,2014-06-17 05:02:59.250,Pass,SUCCESS,2013.1.01166.S,607594,,,1.26953444444
uid://A001/X12f/X28a,uid://A001/X12f/X28a,uid://A002/X8440e0/X1122,2014-06-15 12:23:59.772,2014-06-15 13:56:35.030,SemiPass,SUCCESS,2013.1.00287.S,606512,4990.0,,1.54312722222
uid://A001/X122/X15a,uid://A001/X122/X15a,uid://A002/X8440e0/X3e00,2014-06-16 06:50:47.322,2014-06-16 08:38:31.535,Pass,SUCCESS,2013.1.01058.S,607047,,,1.79561472222
uid://A001/X121/X2ae,uid://A001/X121/X2ae,uid://A002/X83f101/X164a,2014-06-12 08:37:05.746,2014-06-12 09:58:23.899,Pass,SUCCESS,2013.1.00659.S,604801,,,1.3550425
uid://A001/X12f/X2d0,uid://A001/X12f/X2d0,uid://A002/X891ede/X1b8,2014-08-13 00:55:49.092,2014-08-13 02:07:38.747,Pass,SUCCESS,2013.1.00195.S,635809,1673.0,"QA0plus status: PASS (Data Affected by PRTSIR-3250. AmpCal used is Mars. 10 antennas, refant=CM03. CM06 higher Tsys BB1/XX. CM09 higher Trec BB3/YY. Image final peak flux/rms is 0.80mJy/0.17mJy=4.7 ~2",1.19712638889
uid://A001/X12e/X249,uid://A001/X12e/X249,uid://A002/X89252c/X852,2014-08-13 11:31:15.569,2014-08-13 12:43:11.354,Pass,SUCCESS,2013.1.00122.S,636026,1973.0,"QA0plus status: PASS (PWV ~0.4mm. AmpCal used is J0510+180(Last observed Band3 15Aug14), 32 antennas, refant=DV23. Image final peak flux/rms is 1.29mJy/0.08mJy=16.1 ~28min per source. Resolution 0.31x",1.19882916667
uid://A001/X122/X582,uid://A001/X122/X582,uid://A002/X890839/X113d,2014-08-11 10:31:38.434,2014-08-11 11:48:57.393,Pass,SUCCESS,2013.1.01195.S,634921,1495.0,"QA0plus status: PASS (Data Affected by PRTSIR-3250. AmpCal used is Uranus. 10 antennas, refant=CM03. CM09 higher Trec BB3/YY. Image final peak flux/rms is 6.71mJy/1.99mJy=3.4 ~30min per source. Resolu",1.28859972222
uid://A001/X121/X480,uid://A001/X121/X480,uid://A002/X8a571f/X88,2014-08-29 00:21:41.190,2014-08-29 01:05:16.875,Pass,SUCCESS,2013.1.00271.S,645248,2092.0,"Band:  <frequencyBand>ALMA_RB_06</frequencyBand>
QA0plus status: PASS
Refant: DA63
Amplitude Cal = J1613-586
Notes from plots:
Data Looks Ok

primary beam FWHM  =  26.39 (arcsec)
resolution =  0.37 x ",0.726579166667
uid://A001/X122/X1dc,uid://A001/X122/X1dc,uid://A002/X8602fa/X33b3,2014-07-06 21:30:24.777,2014-07-06 21:58:38.789,SemiPass,FAIL,2013.1.00226.S,617016,,,0.470558888889
uid://A001/X13f/X1,uid://A001/X13f/X1,uid://A002/X8970e9/X1341,2014-08-16 18:55:59.679,2014-08-16 20:03:45.901,Pass,SUCCESS,2013.1.00092.S,638189,1821.0,"QA0plus status: PASS
Refant: DA63
Amplitude Cal = Titan
Notes from plots:
data looks ok
primary beam FWHM  =  59.13 (arcsec)
resolution =  1.19 x 0.63 in pa  -65.5
time on target =  37.37 (min)
peak o",1.12950611111
uid://A001/X133/X3,uid://A001/X133/X3,uid://A002/X892c75/X30f,2014-08-14 01:33:21.356,2014-08-14 02:30:03.327,Pass,SUCCESS,2013.1.00839.S,636345,1630.0,"QA0plus status: PASS (AmpCal used is J1517-243(Last observed Band7 05Aug14). 10 antennas, refant=CM03. CM09 higher Trec BB3/YY. Image final peak flux/rms is 50.01mJy/11.16mJy=4.5 ~18min per source. Re",0.944991944444
uid://A001/X11f/X71,uid://A001/X11f/X71,uid://A002/X836a4d/X597,2014-06-06 04:35:09.849,2014-06-06 05:44:37.751,Pass,SUCCESS,2013.1.00879.S,601279,,,1.15775055556
uid://A001/X121/X378,uid://A001/X121/X378,uid://A002/X83dbe6/X1db1,2014-06-11 12:08:10.015,2014-06-11 12:12:27.400,Fail,FAIL,2013.1.00221.S,604449,,,0.0714958333333
uid://A001/X122/X502,uid://A001/X122/X502,uid://A002/X83bead/X1a81,2014-06-10 08:45:13.765,2014-06-10 09:45:41.161,SemiPass,FAIL,2013.1.00351.S,603773,,,1.00761
uid://A001/X12f/X2cc,uid://A001/X12f/X2cc,uid://A002/X84049a/Xfbe,2014-06-13 04:24:59.358,2014-06-13 04:43:54.741,Fail,FAIL,2013.1.00195.S,605236,,,0.315384166667
uid://A001/X136/X16,uid://A001/X136/X16,uid://A002/X8440e0/X29c6,2014-06-15 21:38:15.446,2014-06-15 23:06:21.593,Pass,SUCCESS,2013.1.00210.S,606825,,,1.46837416667
uid://A001/X12f/X2b7,uid://A001/X12f/X2b7,uid://A002/X856bb8/X74f1,2014-06-30 09:22:07.803,2014-06-30 09:27:06.970,Fail,FAIL,2013.1.00532.S,613999,,,0.0831019444444
uid://A001/X12d/X2,uid://A001/X12d/X2,uid://A002/X87c075/X2cd9,2014-07-27 03:03:48.732,2014-07-27 03:35:43.833,Pass,SUCCESS,2013.1.00266.S,627127,1519.0,"QA0plus status: PASS (PWV ~0.5mm. AmpCal used is J1733-130(Last observed Band3 23Jul14). 33 antennas, refant=DV11. Image final peak flux/rms is 130.18mJy/3.43mJy=38. ~13min per source. Resolution 1.11",0.5319725
uid://A001/X121/X242,uid://A001/X121/X242,uid://A002/X855419/X25b9,2014-06-28 15:24:39.413,2014-06-28 15:28:59.371,Fail,FAIL,2013.1.00815.S,613163,,,0.0722105555556
uid://A001/X121/X1df,uid://A001/X121/X1df,uid://A002/X85f3e3/Xa14,2014-07-04 09:06:27.226,2014-07-04 09:24:55.519,Fail,FAIL,2013.1.00449.S,615932,,,0.307859166667
uid://A001/X121/Xa5,uid://A001/X121/Xa5,uid://A002/X821133/X16d,2014-05-18 01:40:34.576,2014-05-18 02:38:12.599,SemiPass,FAIL,2013.1.00976.S,591990,10047.0,"QA0plus status: PASS (PWV ~0.5mm, AmpCal used is Ceres, 34 antennas. Last science scan isn't end with PhaCal. DA49 bad Tsys because ACD is not in the correct position. Image final peak flux/rms is 0.5",0.960561944444
uid://A001/X12a/X21f,uid://A001/X12a/X21f,uid://A002/X84187d/X2c04,2014-06-14 14:12:13.662,2014-06-14 14:47:54.338,Pass,SUCCESS,2013.1.01329.S,606092,,,0.594632222222
uid://A001/X121/X107,uid://A001/X121/X107,uid://A002/X8602fa/X4a50,2014-07-07 05:48:33.863,2014-07-07 07:01:31.955,Pass,SUCCESS,2013.1.01013.S,617132,,,1.21613666667
uid://A001/X12e/X1b7,uid://A001/X12e/X1b7,uid://A002/X8602fa/X4384,2014-07-07 03:03:53.652,2014-07-07 04:10:40.052,Pass,SUCCESS,2013.1.00395.S,617132,,,1.11288888889
uid://A001/X11f/Xc2,uid://A001/X11f/Xc2,uid://A002/X87f18c/Xe2b,2014-07-28 03:20:08.275,2014-07-28 03:23:38.667,Fail,FAIL,2013.1.01268.S,627478,1082.0,QA0plus status: FAIL (no data),0.0584422222222
uid://A001/X12b/X1d8,uid://A001/X12b/X1d8,uid://A002/X88fa54/Xc5f,2014-08-08 02:58:54.038,2014-08-08 04:04:22.063,Pass,SUCCESS,2013.1.01004.S,633337,1382.0,"QA0plus status: PASS (Data Affected by PRTSIR-3250. AmpCal used is Neptune. 11 antennas, refant=CM03. CM09 higher Trec BB3/YY. Image final peak flux/rms is 497.7mJy/21.11mJy=23.6 ~22min per source. Re",1.09111805556
uid://A001/X122/X4c0,uid://A001/X122/X4c0,uid://A002/X88fa54/Xc9c,2014-08-08 03:12:06.425,2014-08-08 04:15:31.732,SemiPass,SUCCESS,2013.1.00218.S,633336,1388.0,"QA0plus FAIL (no valid atmospheric solution No WVR data to compute scans 3, 6, 10, 15 and 20)",1.05702972222
uid://A001/X135/X12,uid://A001/X135/X12,uid://A002/X89252c/X13f,2014-08-13 08:15:58.757,2014-08-13 08:17:43.229,Fail,FAIL,2013.1.00430.S,635983,1672.0,QA0plus status: FAIL (no data),0.02902
uid://A001/X122/X547,uid://A001/X122/X547,uid://A002/X84187d/X4723,2014-06-15 02:26:51.959,2014-06-15 04:05:27.546,Pass,SUCCESS,2013.1.00395.S,606335,,,1.64321861111
uid://A001/X122/X3a,uid://A001/X122/X3a,uid://A002/X84187d/X4733,2014-06-15 02:30:22.032,2014-06-15 04:08:23.801,Pass,SUCCESS,2013.1.00099.S,606324,,,1.63382472222
uid://A001/X122/X346,uid://A001/X122/X346,uid://A002/X836a4d/X11d4,2014-06-06 09:59:22.963,2014-06-06 11:06:06.790,Pass,SUCCESS,2013.1.00162.S,601400,,,1.11217416667
uid://A001/X122/Xee,uid://A001/X122/Xee,uid://A002/X877e41/X41e,2014-07-23 00:52:09.925,2014-07-23 02:13:39.496,Pass,SUCCESS,2013.1.01312.S,625079,938.0,"QA0plus status: PASS
Refant: CM03
Amplitude Cal = Mars
Notes from plots:

primary beam FWHM  =  67.07 (arcsec)
resolution = 27.78 x10.52 in pa  -60.7
time on target =  35.86 (min)
peak on image  =  15",1.35821416667
uid://A001/X11f/X48,uid://A001/X11f/X48,uid://A002/X877e41/X452,2014-07-23 00:58:20.142,2014-07-23 01:40:19.086,Pass,SUCCESS,2013.1.01194.S,625091,939.0,"QA0plus status: PASS
Refant: DA59
Amplitude Cal = Ceres
Notes from plots:
bandpass problems with some antennas, please review carefully. 
primary beam FWHM  =  58.74 (arcsec)
resolution =  1.14 x 0.98",0.699706666667
uid://A001/X122/X29d,uid://A001/X122/X29d,uid://A002/X864236/X1ed1,2014-07-08 10:20:10.702,2014-07-08 10:21:03.752,Fail,FAIL,2013.1.01051.S,617837,,,0.0147361111111
uid://A001/X122/X294,uid://A001/X122/X294,uid://A002/X87f18c/X2038,2014-07-28 12:28:47.892,2014-07-28 12:43:39.148,Fail,ABORTED,2013.1.00760.S,627477,1101.0,QA0plus status: FAIL (no science),0.247571111111
uid://A001/X120/X21,uid://A001/X120/X21,uid://A002/X89252c/X140,2014-08-13 08:16:28.131,2014-08-13 09:09:56.175,SemiPass,FAIL,2013.1.00469.S,636011,1621.0,QA0plus status: FAIL (no science after 3208 secs.),0.891123333333
uid://A001/X13b/X3a,uid://A001/X13b/X3a,uid://A002/X899169/X2b8f,2014-08-18 11:57:28.745,2014-08-18 12:57:11.714,Pass,SUCCESS,2013.1.00584.S,639188,1876.0,"QA0plus status: PASS
Refant: CM10
Amplitude Cal = J0510+180
Notes from plots:
data looks ok
primary beam FWHM  = 111.16 (arcsec)
resolution = 20.38 x11.99 in pa   33.2
time on target =  21.86 (min)
pe",0.995269166667
uid://A001/X138/X4d,uid://A001/X138/X4d,uid://A002/X8602fa/X4ff2,2014-07-07 08:05:29.482,2014-07-07 08:21:22.485,Fail,FAIL,2013.1.00999.S,617294,,,0.264723055556
uid://A001/X122/Xd7,uid://A001/X122/Xd7,uid://A002/X80325b/X1ae,2014-04-30 22:19:51.293,2014-04-30 23:39:11.657,Pass,SUCCESS,2013.1.00034.S,581402,2335.0,"QA0plus status: PASS ( tsys table regenerated offline, target = 3 
resolution = 0.71 x 0.53 in pa 53.6 
time on target = 2.32 (min) 
peak on image = 0.82 (mJy) 
rms on image = 0.09 (mJy) 
expected sen",1.32232333333
uid://A001/X122/X3a,uid://A001/X122/X3a,uid://A002/X82cc7e/Xb3,2014-05-29 01:15:51.533,2014-05-29 02:53:35.049,Pass,SUCCESS,2013.1.00099.S,597113,2365.0,"QA0plus status: PASS (AmpCal used is Titan, 11 antennas. Refant = CM03, Image final peak flux/rms is 1294.4mJy/26.82mJy=48.3 ~35min on source )",1.62875444444
uid://A001/X120/X71,uid://A001/X120/X71,uid://A002/X821133/X639,2014-05-18 04:54:21.504,2014-05-18 05:39:57.373,SemiPass,FAIL,2013.1.01366.T,592066,6735.0,"QA0plus status: PASS (PWV ~0.5mm, AmpCal used is Titan, 32 antennas. Image final peak flux/rms is 1340.32mJy/425.24mJy=3.2 ~20min on source)",0.759963611111
uid://A001/X121/X151,uid://A001/X121/X151,uid://A002/X804fed/X1160,2014-05-02 07:26:40.850,2014-05-02 08:43:58.570,Pass,FAIL,2013.1.00803.S,582105,2345.0,"QA0plus status: PASS (ICT-2911: Incorrect value of StateID field, TelCal runs offline to fix the data and propmtly available in the archive SCOPS-679. Then PASS)",1.28825555556
uid://A001/X121/X159,uid://A001/X121/X159,uid://A002/X82cc7e/X7f5,2014-05-29 03:44:33.965,2014-05-29 04:03:46.728,Fail,FAIL,2013.1.00803.S,597164,,,0.320211944444
uid://A001/X11d/X1c,uid://A001/X11d/X1c,uid://A002/X82abd7/X366,2014-05-27 23:48:41.522,2014-05-27 23:49:36.966,Fail,SUCCESS,2013.1.00952.S,596733,,,0.0154011111111
uid://A001/X122/X309,uid://A001/X122/X309,uid://A002/X82cc7e/X873,2014-05-29 04:23:51.819,2014-05-29 04:29:26.496,Fail,FAIL,2013.1.01035.S,597172,,,0.0929658333333
uid://A001/X122/X58f,uid://A001/X122/X58f,uid://A002/X87544a/X7ad,2014-07-20 18:36:04.518,2014-07-20 19:01:23.868,SemiPass,FAIL,2013.1.00521.S,623984,,,0.422041666667
uid://A001/X138/X67,uid://A001/X138/X67,uid://A002/X85438c/X17ad,2014-06-27 09:04:48.202,2014-06-27 09:53:25.520,SemiPass,SUCCESS,2013.1.00164.S,612578,,,0.810366111111
uid://A001/X122/X34,uid://A001/X122/X34,uid://A002/X835491/Xc9a,2014-06-04 10:09:12.451,2014-06-04 11:15:56.487,Pass,SUCCESS,2013.1.00099.S,600178,,,1.11223222222
uid://A001/X12f/X2b4,uid://A001/X12f/X2b4,uid://A002/X85dcf7/X1712,2014-07-03 09:44:36.399,2014-07-03 11:02:46.136,Pass,SUCCESS,2013.1.00532.S,615524,,,1.30270472222
uid://A001/X122/X294,uid://A001/X122/X294,uid://A002/X899169/X130,2014-08-17 16:43:47.264,2014-08-17 18:03:12.864,Pass,SUCCESS,2013.1.00760.S,638750,1854.0,"QA0plus status: PASS
Refant: CM03
Amplitude Cal = Venus
Notes from plots:
CM01,CM02 have phase issues, please review carefully.
primary beam FWHM  = 119.63 (arcsec)
resolution = 24.13 x11.65 in pa  -7",1.32377777778
uid://A001/X121/X156,uid://A001/X121/X156,uid://A002/X83f101/X165,2014-06-11 22:58:46.830,2014-06-12 00:14:06.007,Pass,SUCCESS,2013.1.00803.S,604718,,,1.25532694444
uid://A001/X122/Xec,uid://A001/X122/Xec,uid://A002/X83f101/X166,2014-06-11 23:00:55.721,2014-06-11 23:53:17.951,SemiPass,FAIL,2013.1.01312.S,604719,1105.0,,0.872841666667
uid://A001/X121/X4a0,uid://A001/X121/X4a0,uid://A002/X87c075/X3d40,2014-07-27 09:58:25.806,2014-07-27 11:02:12.787,Pass,SUCCESS,2013.1.00534.S,627197,1632.0,"QA0plus status: PASS (PWV ~0.4mm. AmpCal used is J0238+166(Last observed Band7 11Aug14). 33 antennas, refant=DA59. Image final peak flux/rms is 0.60mJy/0.03mJy=20. ~29min per source. Resolution 0.37x0",1.06305027778
uid://A001/X11f/Xc2,uid://A001/X11f/Xc2,uid://A002/X88063e/X190,2014-07-29 01:59:21.921,2014-07-29 03:30:34.221,Pass,SUCCESS,2013.1.01268.S,627949,1145.0,"QA0plus status: PASS (PWV ~1.5mm, AmpCal used is Titan. 31 antennas, refant=DA59. DV16 bad Tsys/Trec due PRTSIR-3243. Image final peak flux/rms is 132.72mJy/1.59mJy=83.5 ~47min on source. Resolution 0",1.52008333333
uid://A001/X11f/Xd,uid://A001/X11f/Xd,uid://A002/X839000/X1d7a,2014-06-08 06:02:12.705,2014-06-08 07:23:35.927,Pass,SUCCESS,2013.1.00033.S,602375,,,1.35645055556
uid://A001/X120/Xb2,uid://A001/X120/Xb2,uid://A002/X839000/X1d8a,2014-06-08 06:04:22.597,2014-06-08 07:28:20.498,Pass,SUCCESS,2013.1.00278.S,602410,,,1.39941694444
uid://A001/X121/X2ae,uid://A001/X121/X2ae,uid://A002/X8440e0/X4ed,2014-06-15 07:31:36.208,2014-06-15 08:53:05.782,Pass,SUCCESS,2013.1.00659.S,606513,,,1.358215
uid://A001/X122/X15a,uid://A001/X122/X15a,uid://A002/X8440e0/X56b,2014-06-15 07:37:42.639,2014-06-15 09:25:20.253,Pass,SUCCESS,2013.1.01058.S,606512,,,1.79378166667
uid://A001/X122/X502,uid://A001/X122/X502,uid://A002/X837c61/X1934,2014-06-07 11:18:26.149,2014-06-07 11:18:27.997,Fail,FAIL,2013.1.00351.S,601889,,,0.000513333333333
uid://A001/X121/X4f0,uid://A001/X121/X4f0,uid://A002/X85ade7/X17e,2014-06-30 21:59:05.906,2014-06-30 23:20:44.414,SemiPass,SUCCESS,2013.1.00247.S,614339,,,1.36069666667
uid://A001/X12f/X84,uid://A001/X12f/X84,uid://A002/X88063e/X1f1,2014-07-29 02:04:11.192,2014-07-29 03:46:45.434,Pass,SUCCESS,2013.1.00327.S,627945,1517.0,"QA0plus status: PASS (AmpCal used is J1613-586(Last observed Band7 06Aug14). 9 antennas, refant=CM02. CM09 higher Trec BB3/YY. Image final peak flux/rms is 57.57mJy/2.94mJy=19.6 ~5min per source. Reso",1.70951166667
uid://A001/X121/X4f0,uid://A001/X121/X4f0,uid://A002/X85ade7/Xae3,2014-07-01 00:44:06.801,2014-07-01 01:03:15.610,Fail,FAIL,2013.1.00247.S,614339,,,0.319113611111
uid://A001/X12f/X2b7,uid://A001/X12f/X2b7,uid://A002/X87544a/X2b35,2014-07-21 08:59:27.864,2014-07-21 10:26:36.996,Pass,SUCCESS,2013.1.00532.S,624284,861.0,"QA0plus status: PASS
Refant: CM03
Amplitude Cal = Uranus
Notes from plots:
CM09 should be flaged for all the obs.

primary beam FWHM  =  52.40 (arcsec)
resolution = 18.55 x12.31 in pa  -87.3
time on t",1.45253666667
uid://A001/X122/X15a,uid://A001/X122/X15a,uid://A002/X83bead/X11a1,2014-06-10 04:25:38.360,2014-06-10 05:06:17.333,Fail,FAIL,2013.1.01058.S,603565,,,0.6774925
uid://A001/X121/X1bb,uid://A001/X121/X1bb,uid://A002/X84049a/X21e,2014-06-12 23:51:02.852,2014-06-13 01:15:03.215,Pass,SUCCESS,2013.1.00234.S,605236,,,1.40010083333
uid://A001/X122/X402,uid://A001/X122/X402,uid://A002/X87b480/X780,2014-07-26 01:41:40.484,2014-07-26 03:16:16.042,Pass,FAIL,2013.1.00126.S,626491,997.0,"QA0plus status: PASS (AmpCal used is Titan, 10 antennas, refant=CM10. Antennas are not always locked)",1.57654388889
uid://A001/X122/Xd6,uid://A001/X122/Xd6,uid://A002/X87c075/X1b02,2014-07-26 20:32:51.234,2014-07-26 21:40:23.214,Pass,SUCCESS,2013.1.00034.S,626951,1010.0,"QA0plus status: PASS (PWV ~0.6mm. AmpCal used is Titan. 32 antennas, refant=DV11. Image final peak flux/rms is 0.83mJy/0.17mJy=4.9 ~2min per source. Resolution 0.45x0.23 in pa -58.3)",1.12555
uid://A001/X122/X500,uid://A001/X122/X500,uid://A002/X839000/X3174,2014-06-08 14:29:52.296,2014-06-08 15:39:28.081,Pass,SUCCESS,2013.1.00351.S,602588,,,1.15994027778
uid://A001/X120/Xd6,uid://A001/X120/Xd6,uid://A002/X83bead/Xdc0,2014-06-10 03:03:45.061,2014-06-10 04:16:55.970,Pass,SUCCESS,2013.1.00278.S,603565,,,1.21969694444
uid://A001/X121/X242,uid://A001/X121/X242,uid://A002/X855419/X219b,2014-06-28 13:33:46.361,2014-06-28 14:49:39.969,Pass,SUCCESS,2013.1.00815.S,613163,,,1.26489111111
uid://A001/X13a/X4,uid://A001/X13a/X4,uid://A002/X856bb8/X3be,2014-06-28 18:45:11.466,2014-06-28 20:06:06.018,Pass,SUCCESS,2013.1.01061.S,613295,,,1.34848666667
uid://A001/X12c/X13f,uid://A001/X12c/X13f,uid://A002/X835491/X26b,2014-06-04 06:17:59.152,2014-06-04 06:36:46.881,Fail,FAIL,2013.1.01102.S,600214,,,0.313258055556
uid://A001/X120/Xe5,uid://A001/X120/Xe5,uid://A002/X839000/X19e2,2014-06-08 04:38:50.177,2014-06-08 06:02:52.322,Pass,SUCCESS,2013.1.00278.S,602410,,,1.40059583333
uid://A001/X12c/X140,uid://A001/X12c/X140,uid://A002/X836a4d/Xf3b,2014-06-06 08:28:06.346,2014-06-06 08:47:13.529,Fail,FAIL,2013.1.01102.S,601279,,,0.318661944444
uid://A001/X122/X3fb,uid://A001/X122/X3fb,uid://A002/X87b480/X4be,2014-07-26 00:19:45.799,2014-07-26 00:21:36.672,Fail,FAIL,2013.1.00126.S,626491,979.0,QA0plus status: FAIL (no data),0.0307980555556
uid://A001/X120/Xde,uid://A001/X120/Xde,uid://A002/X84187d/X10fe,2014-06-14 03:27:15.831,2014-06-14 03:29:00.505,Fail,FAIL,2013.1.00278.S,605836,,,0.0290761111111
uid://A001/X120/Xe2,uid://A001/X120/Xe2,uid://A002/X84187d/X1126,2014-06-14 03:30:46.454,2014-06-14 04:52:18.256,Pass,SUCCESS,2013.1.00278.S,605836,,,1.35883388889
uid://A001/X121/X2ae,uid://A001/X121/X2ae,uid://A002/X84187d/X1b0b,2014-06-14 07:34:06.490,2014-06-14 08:55:58.126,Pass,SUCCESS,2013.1.00659.S,605923,,,1.36434333333
uid://A001/X122/Xd4,uid://A001/X122/Xd4,uid://A002/X87c075/X1297,2014-07-26 16:29:11.060,2014-07-26 17:36:06.692,Pass,SUCCESS,2013.1.00034.S,626837,1520.0,"QA0plus status: PASS (PWV ~0.3mm, AmpCal used is J1058+015(Last observed Band7 26Jul14), 31 antennas, refant=DA59. PM04 anomalous Tsys/Trec BB3/XX&YY. Image final peak flux/rms is 0.48mJy/0.13mJy=3.7 ",1.11545333333
uid://A001/X11d/X2,uid://A001/X11d/X2,uid://A002/X87c075/X1692,2014-07-26 17:55:37.057,2014-07-26 19:02:43.324,Pass,SUCCESS,2013.1.00034.S,626928,1008.0,"QA0plus status: PASS (PWV ~0.4mm. AmpCal used is Pallas. 34 antennas, refant=DA59. PM04 anomalous Tsys/Trec BB3/XX&YY. Image final peak flux/rms is 0.61mJy/0.14mJy=4.4 ~2min per source. Resolution 0.3",1.1184075
uid://A001/X122/Xb0,uid://A001/X122/Xb0,uid://A002/X84187d/X1a59,2014-06-14 07:15:24.428,2014-06-14 08:42:04.399,Pass,SUCCESS,2013.1.00960.S,605836,,,1.44443638889
uid://A001/X122/X2bf,uid://A001/X122/X2bf,uid://A002/X84187d/X31b8,2014-06-14 16:50:17.384,2014-06-14 18:11:33.541,SemiPass,SUCCESS,2013.1.01231.S,606092,,,1.35448805556
uid://A001/X122/X12d,uid://A001/X122/X12d,uid://A002/X87c075/Xb7,2014-07-26 09:24:26.291,2014-07-26 10:34:36.815,Pass,SUCCESS,2013.1.00832.S,626734,988.0,"QA0plus status: PASS (AmpCal used is Uranus, 10 antennas, refant=CM10. CM09 higher Trec BB3/YY. Image final peak flux/rms is 30.22mJy/8.26mJy=3.7 ~26min on source. Resolution 10.13x5.16 in pa -89.1)",1.16959
uid://A001/X122/Xee,uid://A001/X122/Xee,uid://A002/X877e41/X8e,2014-07-22 23:27:17.535,2014-07-23 00:49:05.765,Pass,SUCCESS,2013.1.01312.S,625079,918.0,"QA0plus status: PASS
Refant: CM03
Amplitude Cal = Mars
Notes from plots:
data looks ok.
primary beam FWHM  =  67.07 (arcsec)
resolution = 24.65 x11.20 in pa  -62.7
time on target =  35.86 (min)
peak o",1.36339722222
uid://A001/X121/X252,uid://A001/X121/X252,uid://A002/X87b480/X114,2014-07-25 22:49:04.581,2014-07-26 00:03:57.236,Pass,SUCCESS,2013.1.00502.S,626491,998.0,"QA0plus status: PASS (AmpCal used is Mars, 10 antennas, refant=CM10. CM09 higher Trec BB3/YY. Image final peak flux/rms is 22.37mJy/0.64mJy=35. ~28min on source. Resolution 8.99x4.42 in pa 89.9)",1.24795972222
uid://A001/X121/X1bb,uid://A001/X121/X1bb,uid://A002/X86e521/Xa06,2014-07-17 02:20:12.000,2014-07-17 03:43:56.589,Pass,SUCCESS,2013.1.00234.S,622014,711.0,,1.39571916667
uid://A001/X122/X294,uid://A001/X122/X294,uid://A002/X856bb8/X4a20,2014-06-29 19:03:42.255,2014-06-29 20:22:38.054,SemiPass,SUCCESS,2013.1.00760.S,613655,6037.0,,1.31549972222
